planet_name,host_star,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,orbital_period,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,distance_from_star,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,radius,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,mass,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,surface_temp,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,star_temp,st_tefferr1,st_tefferr2,st_tefflim,star_radius,st_raderr1,st_raderr2,st_radlim,star_mass,st_masserr1,st_masserr2,st_masslim,metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,star_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,density,luminosity,star_type,star_luminosity,habitability_score_index,stellar_compatibility_index,combined_habitability_score,radius_distance_ratio,mass_radius_ratio,temp_density_interaction,star_type_A,star_type_B,star_type_F,star_type_G,star_type_K,star_type_M,habitability_class
Kepler-1634 b,Kepler-1634,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,374.876239,0.007107,-0.007107,0.0,1.0525,,,0.0,4.92,2.13,-1.19,0.0,0.43893376,0.1900262,-0.10616487,0.0,56.6985,,,,,,,,,0.0,,,0.0,1.49,1.96,-0.73,0.0,282.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5636.0,168.0,-169.0,0.0,1.354,0.587,-0.328,0.0,1.103,0.227,-0.155,0.0,0.42,0.06,-0.3,0.0,[Fe/H],4.218,0.197,-0.236,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,617.339,8.4325,-8.4325,14.636,0.126,-0.126,12.721,0.024,-0.024,14.486,0.000531,-0.000531,2015-08-25,2015-09-24,2015-08-25,2.623178573959254,0.5409046732153764,G,1.666540900934367,0.5221589286979627,0.9006436212719554,0.6735528057275597,4.674579881634317,11.524083023560362,739.7363578565097,False,False,False,True,False,False,Medium
Kepler-1634 b,Kepler-1634,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,374.876239,0.007107,-0.007107,0.0,1.0525,,,0.0,4.92,2.13,-1.19,0.0,0.43893376,0.1900262,-0.10616487,0.0,56.6985,,,,,,,,,0.0,,,0.0,1.49,1.96,-0.73,0.0,282.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5636.0,168.0,-169.0,0.0,1.354,0.587,-0.328,0.0,1.103,0.227,-0.155,0.0,0.42,0.06,-0.3,0.0,[Fe/H],4.218,0.197,-0.236,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,617.339,8.4325,-8.4325,14.636,0.126,-0.126,12.721,0.024,-0.024,14.486,0.000531,-0.000531,2015-08-25,2015-09-24,2015-08-25,2.623178573959254,0.6381004274593182,G,1.666540900934367,0.5221589286979627,0.9006436212719554,0.6735528057275597,4.674579881634317,11.524083023560362,739.7363578565097,False,False,False,True,False,False,Medium
Kepler-1634 b,Kepler-1634,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,374.876239,0.007107,-0.007107,0.0,1.0525,,,0.0,4.92,2.13,-1.19,0.0,0.43893376,0.1900262,-0.10616487,0.0,56.6985,,,,,,,,,0.0,,,0.0,1.49,1.96,-0.73,0.0,282.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5636.0,168.0,-169.0,0.0,1.354,0.587,-0.328,0.0,1.103,0.227,-0.155,0.0,0.42,0.06,-0.3,0.0,[Fe/H],4.218,0.197,-0.236,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,617.339,8.4325,-8.4325,14.636,0.126,-0.126,12.721,0.024,-0.024,14.486,0.000531,-0.000531,2015-08-25,2015-09-24,2015-08-25,2.623178573959254,1.6596293875826318,G,1.666540900934367,0.5221589286979627,0.9006436212719554,0.6735528057275597,4.674579881634317,11.524083023560362,739.7363578565097,False,False,False,True,False,False,Medium
HD 136352 d,HD 136352,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,107.63,0.18,-0.19,0.0,0.4285,0.0085,-0.0076,0.0,2.23,,,,,,,,10.5,1.1,-1.0,0.0,0.03303653,0.00346097,-0.00314634,0.0,Msini,0.075,0.085,-0.053,0.0,5.8,0.5,-0.5,0.0,433.3,8.6,-8.5,0.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,100.0,-100.0,0.0,1.012,0.018,-0.018,0.0,0.906,0.055,-0.047,0.0,-0.25,0.12,-0.12,0.0,[Fe/H],4.385,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2020-12-10,2020-09,2020-12-17,5.217065263498091,,G,1.08063542333076,0.5283,0.8900468694142264,0.6729987477656906,5.20418855498587,4.708518067929117,2260.5543786737226,False,False,False,True,False,False,Medium
HD 136352 d,HD 136352,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,107.63,0.18,-0.19,0.0,0.4285,0.0085,-0.0076,0.0,2.23,,,,,,,,10.5,1.1,-1.0,0.0,0.03303653,0.00346097,-0.00314634,0.0,Msini,0.075,0.085,-0.053,0.0,5.8,0.5,-0.5,0.0,433.3,8.6,-8.5,0.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,100.0,-100.0,0.0,1.012,0.018,-0.018,0.0,0.906,0.055,-0.047,0.0,-0.25,0.12,-0.12,0.0,[Fe/H],4.385,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2020-12-10,2020-09,2020-12-17,5.217065263498091,1.0336039589183388,G,1.08063542333076,0.5283,0.8900468694142264,0.6729987477656906,5.20418855498587,4.708518067929117,2260.5543786737226,False,False,False,True,False,False,Medium
HD 136352 d,HD 136352,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,107.63,0.18,-0.19,0.0,0.4285,0.0085,-0.0076,0.0,2.23,,,,,,,,10.5,1.1,-1.0,0.0,0.03303653,0.00346097,-0.00314634,0.0,Msini,0.075,0.085,-0.053,0.0,5.8,0.5,-0.5,0.0,433.3,8.6,-8.5,0.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,100.0,-100.0,0.0,1.012,0.018,-0.018,0.0,0.906,0.055,-0.047,0.0,-0.25,0.12,-0.12,0.0,[Fe/H],4.385,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2020-12-10,2020-09,2020-12-17,5.217065263498091,1.025803202198503,G,1.08063542333076,0.5283,0.8900468694142264,0.6729987477656906,5.20418855498587,4.708518067929117,2260.5543786737226,False,False,False,True,False,False,Medium
HD 136352 d,HD 136352,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,107.63,0.18,-0.19,0.0,0.4285,0.0085,-0.0076,0.0,2.23,,,,,,,,10.5,1.1,-1.0,0.0,0.03303653,0.00346097,-0.00314634,0.0,Msini,0.075,0.085,-0.053,0.0,5.8,0.5,-0.5,0.0,433.3,8.6,-8.5,0.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,100.0,-100.0,0.0,1.012,0.018,-0.018,0.0,0.906,0.055,-0.047,0.0,-0.25,0.12,-0.12,0.0,[Fe/H],4.385,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2020-12-10,2020-09,2020-12-17,5.217065263498091,1.0761537894551552,G,1.08063542333076,0.5283,0.8900468694142264,0.6729987477656906,5.20418855498587,4.708518067929117,2260.5543786737226,False,False,False,True,False,False,Medium
HD 136352 d,HD 136352,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,107.63,0.18,-0.19,0.0,0.4285,0.0085,-0.0076,0.0,2.23,,,,,,,,10.5,1.1,-1.0,0.0,0.03303653,0.00346097,-0.00314634,0.0,Msini,0.075,0.085,-0.053,0.0,5.8,0.5,-0.5,0.0,433.3,8.6,-8.5,0.0,0.0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,100.0,-100.0,0.0,1.012,0.018,-0.018,0.0,0.906,0.055,-0.047,0.0,-0.25,0.12,-0.12,0.0,[Fe/H],4.385,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,0.0199,-0.0198,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2020-12-10,2020-09,2020-12-17,5.217065263498091,1.0246811073595985,G,1.08063542333076,0.5283,0.8900468694142264,0.6729987477656906,5.20418855498587,4.708518067929117,2260.5543786737226,False,False,False,True,False,False,Medium
Kepler-987 b,Kepler-987,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,105.308,0.0016,-0.0016,0.0,0.442,,,0.0,3.9,1.8,-1.8,0.0,0.34793529,0.16058552,-0.16058552,0.0,56.6985,,,,,,,,,0.0,,,0.0,,,,0.0,384.0,,,0.0,0.0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5993.0,108.0,-108.0,0.0,0.93,0.42,-0.42,0.0,1.035,0.092,-0.092,0.0,-0.01,,,0.0,,4.51,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m38.65s,289.4110582,+46d07m51.04s,46.1308443,914.126,17.001,-16.401,15.171,0.08,-0.08,13.375,0.036,-0.036,14.9789,0.000403,-0.000403,2013-10-28,2014-01-08,2013-10-28,5.266587935289066,,G,1.0051658337328686,0.506,0.9228084862337956,0.6727233944935183,8.823509449073645,14.538073195365849,2022.3697671510013,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,0.1132273417205855,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,0.2991999967389565,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,0.1317787726212861,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,0.1724005686499588,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,0.1433043820279578,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-345 b,Kepler-345,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,7.416,,,0.0,0.0951,,,,0.8,0.1,-0.1,0.0,0.07137122,0.0089214,-0.0089214,0.0,0.5,0.3,-0.3,0.0,0.00157317,0.0009439,-0.0009439,0.0,Mass,,,,,,,,,783.0,,,,1.0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,5627.0,,,,0.953211,,,,0.7,0.03,-0.04,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.92s,295.2288521,+45d58m15.76s,45.9710432,,,,14.344,0.08,-0.08,11.551,0.017,-0.017,14.0341,0.000465,-0.000465,2018-06-26,2017-07,2018-06-21,5.380848865529558,0.1535341330588469,G,0.8206924947388406,0.575,0.8190624641415253,0.6726249856566101,8.412109231238368,0.6249992187509765,4213.204661709644,False,False,False,True,False,False,Medium
Kepler-296 e,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,34.1420506,0.0002289,-0.0002289,0.0,0.151,,,0.0,1.06,0.13,-0.16,0.0,0.09456703,0.01159784,-0.01427427,0.0,56.6985,,,,,,,,,0.0,,,0.0,0.89,0.33,-0.3,0.0,248.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3526.0,71.0,-78.0,0.0,0.383,0.048,-0.058,0.0,0.394,0.055,-0.067,0.0,-0.08,0.15,-0.15,0.0,[Fe/H],4.866,0.066,-0.044,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.363,1.133,-1.133,12.6,0.028,-0.028,15.9015,0.003522,-0.003522,2017-05-08,2017-08-31 00:00,2017-05-08,50.0,0.0187924226505321,G,0.0204277949621282,0.6825,0.6570346014345432,0.6723138405738173,7.019821060787677,53.48910048198068,12400.0,False,False,False,True,False,False,Medium
Kepler-296 e,Kepler-296,0,2,5,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,34.1420506,0.0002289,-0.0002289,0.0,0.151,,,0.0,1.06,0.13,-0.16,0.0,0.09456703,0.01159784,-0.01427427,0.0,56.6985,,,,,,,,,0.0,,,0.0,0.89,0.33,-0.3,0.0,248.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3526.0,71.0,-78.0,0.0,0.383,0.048,-0.058,0.0,0.394,0.055,-0.067,0.0,-0.08,0.15,-0.15,0.0,[Fe/H],4.866,0.066,-0.044,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,,,,16.363,1.133,-1.133,12.6,0.028,-0.028,15.9015,0.003522,-0.003522,2017-05-08,2017-08-31 00:00,2017-05-08,50.0,,G,0.0204277949621282,0.6825,0.6570346014345432,0.6723138405738173,7.019821060787677,53.48910048198068,12400.0,False,False,False,True,False,False,Medium
